song_id,quadrant,valence,arousal,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,top_k_mood,top_k_genre,top_k_theme,top_k_style,theme_label
MT0000670865,Q4,0.68375,0.2775,"Bittersweet,Earnest,Eccentric,Gentle,Gritty,Intimate,Melancholy,Nostalgic,Organic,Poignant,Quirky,Reflective,Sweet,Tender,Thoughtful,Whimsical,Wistful,Yearning","4,5,5,7,7,7,7,8,8,9,9,9,9,9,9,9,9,9",Pop/Rock,7,"Heartache,In Love,Rainy Day,Sunday Afternoon","7,9,9,9","Alternative/Indie Rock,Indie Pop","7,7","poignant,quirky,reflective,sweet,tender,thoughtful,whimsical,wistful,yearning",pop/rock,"in love,rainy day,sunday afternoon","alternative/indie rock,indie pop","T4,T6"
MT0000685324,Q3,0.20875,0.42125,"Calm/Peaceful,Dreamy,Intimate,Lonely,Nostalgic,Pulsing,Sentimental,Yearning","5,5,5,5,5,5,5,5","Jazz,Pop/Rock","5,5","Feeling Blue,Loss/Grief","7,7","Alternative/Indie Rock,Indie Pop,Singer/Songwriter","5,5,5","calm/peaceful,dreamy,intimate,lonely,nostalgic,pulsing,sentimental,yearning","jazz,pop/rock","feeling blue,loss/grief","alternative/indie rock,indie pop,singer/songwriter","T1,T5"
MT0000685538,Q3,0.24,0.35125,"Bittersweet,Melancholy,Nocturnal,Organic,Plaintive,Sad,Wistful","9,9,9,9,9,9,9",Country,9,"Drinking,Feeling Blue,Heartache,Late Night","9,9,9,9","Honky Tonk,Traditional Country","9,9","bittersweet,melancholy,nocturnal,organic,plaintive,sad,wistful",country,"drinking,feeling blue,heartache,late night","honky tonk,traditional country","T2,T5"
MT0000685552,Q3,0.2875,0.4725,"Aggressive,Bitter,Cynical/Sarcastic,Energetic,Fiery,Greasy,Gritty,Plaintive,Rebellious,Rousing,Trashy,Visceral","6,6,6,7,7,7,7,8,8,9,9,9",Pop/Rock,9,"Breakup,Day Driving,Feeling Blue,Guys Night Out,Heartache,Road Trip","7,8,8,9,9,9","Garage Rock,Psychedelic/Garage","9,9","rousing,trashy,visceral",pop/rock,"guys night out,heartache,road trip","garage rock,psychedelic/garage","T2,T5"
MT0000688115,Q3,0.1731249999999999,0.36625,"Agreeable,Calm/Peaceful,Dreamy,Intimate,Lonely,Nostalgic,Relaxed,Restrained,Romantic,Sad,Sensual,Sentimental,Sweet,Yearning","5,5,5,5,5,5,5,5,5,5,5,5,5,5","Pop/Rock,Vocal","10,9","Biographical,Forgiveness,In Love,Pain,Promises,Relationships,Reminiscing,Romance","5,5,5,5,5,5,5,5","AM Pop,Soft Rock,Vocal Pop","5,7,9","agreeable,calm/peaceful,dreamy,intimate,lonely,nostalgic,relaxed,restrained,romantic,sad,sensual,sentimental,sweet,yearning",pop/rock,"biographical,forgiveness,in love,pain,promises,relationships,reminiscing,romance",vocal pop,"T0,T1,T6"
MT0000704913,Q1,0.80625,0.5625,"Carefree,Cheerful,Lively,Optimistic,Positive","5,5,5,5,5",Pop/Rock,5,"Awareness,Dance Party,In Love","5,5,5","Adult Contemporary,Alternative/Indie Rock,Britpop","5,5,5","carefree,cheerful,lively,optimistic,positive",pop/rock,"awareness,dance party,in love","adult contemporary,alternative/indie rock,britpop","T1,T6"
MT0000707663,Q4,0.771875,0.35375,"Calm/Peaceful,Carefree,Cheerful,Delicate,Dreamy,Elegant,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Light,Organic,Playful,Relaxed,Romantic,Smooth,Soft/Quiet,Soothing,Sophisticated,Springlike,Summery,Sweet,Warm,Wistful","5,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9","International,Jazz,Pop/Rock","5,7,8","At the Beach,Background Music,Comfort,Dinner Ambiance,In Love,Picnic,Relaxation,Spring,Summer,Sweet Dreams","7,7,7,8,8,8,9,9,9,9","Bossa Nova,Brazilian Jazz,Brazilian Traditions,Early Pop/Rock,World Fusion","5,5,7,8,8","summery,sweet,warm,wistful",pop/rock,"relaxation,spring,summer,sweet dreams","early pop/rock,world fusion","T2,T4,T6"
MT0000716124,Q1,0.86875,0.63125,"Aggressive,Energetic,Exciting,Happy,Rousing","7,7,7,7,7",Pop/Rock,7,"Lying,Relationships,Starting Out,Teenagers,World View","5,5,5,5,5","Alternative/Indie Rock,Punk Revival","7,7","aggressive,energetic,exciting,happy,rousing",pop/rock,"lying,relationships,starting out,teenagers,world view","alternative/indie rock,punk revival","T1,T3"
MT0000720686,Q3,0.1375,0.31125,"Sad,Yearning","7,7",Pop/Rock,7,"Awareness,Feeling Blue,Loss/Grief,Relationships,World View","5,5,5,7,7","Heavy Metal,Pop-Metal","7,7","sad,yearning",pop/rock,"relationships,world view","heavy metal,pop-metal","T1,T3"
MT0000721873,Q1,0.8175,0.6243749999999999,"Bright,Carefree,Cheerful,Joyous,Light,Lively,Playful,Sparkling,Summery,Sweet","4,6,7,7,9,9,9,9,9,9","Electronic,Pop/Rock,R&B","9,9,9","At the Office,Day Driving,In Love,Passion,Playful,Relaxation,Summer","5,6,9,9,9,9,9","Adult Contemporary,Club/Dance,Dance-Pop,Urban","6,9,9,9","light,lively,playful,sparkling,summery,sweet","electronic,pop/rock,r&b","in love,passion,playful,relaxation,summer","club/dance,dance-pop,urban","T1,T2,T4,T6"
MT0000723464,Q4,0.57125,0.36,"Atmospheric,Bittersweet,Earnest,Earthy,Hypnotic,Intimate,Organic,Passionate,Plaintive,Poignant,Reflective,Restrained,Reverent,Spiritual,Stately,Summery,Warm,Weary,Yearning","5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,8,8,8",Reggae,8,"Affirmation,Empowering,Freedom,Introspection,Late Night,Politics/Society,Road Trip,Summer","5,5,5,5,5,5,7,8","Dub,Political Reggae,Roots Reggae","8,8,9","warm,weary,yearning",reggae,summer,roots reggae,T2
MT0000724357,Q2,0.3556249999999999,0.559375,"Brash,Confident,Dramatic,Harsh,Intense,Passionate,Rebellious,Rollicking,Rowdy,Tense/Anxious,Thuggish,Uncompromising,Urgent","7,7,8,8,9,9,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Freedom,Motivation","9,9,9","East Coast Rap,Gangsta Rap,Hardcore Rap,Pop-Rap","6,9,9,9","intense,passionate,rebellious,rollicking,rowdy,tense/anxious,thuggish,uncompromising,urgent",rap,"cool & cocky,freedom,motivation","gangsta rap,hardcore rap,pop-rap",T2
MT0000727738,Q3,0.36875,0.39125,"Bleak,Brooding,Gloomy,Intimate,Melancholy,Ominous,Spooky","3,4,4,7,7,7,7",Pop/Rock,9,Late Night,8,"Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock","5,9,9","intimate,melancholy,ominous,spooky",pop/rock,late night,"alternative pop/rock,alternative/indie rock",T5
MT0000732821,Q2,0.1912499999999999,0.54875,"Aggressive,Angry,Bitter,Brash,Confident,Energetic,Hostile,Lively,Rebellious,Rousing,Slick,Spiritual,Tense/Anxious,Uncompromising,Urgent,Volatile","7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8",Reggae,9,"Empowering,Revolutionary","7,8",Contemporary Reggae,9,"spiritual,tense/anxious,uncompromising,urgent,volatile",reggae,revolutionary,contemporary reggae,T2
MT0000741489,Q2,0.36875,0.57125,"Aggressive,Bleak,Brooding,Dramatic,Dreamy,Fierce,Hostile,Malevolent,Menacing,Ominous,Outraged,Theatrical","7,7,7,7,7,7,7,8,8,8,8,8",Pop/Rock,7,"Late Night,Scary Music","7,7","Black Metal,Heavy Metal,Scandinavian Metal","7,7,7","malevolent,menacing,ominous,outraged,theatrical",pop/rock,"late night,scary music","black metal,heavy metal,scandinavian metal","T3,T5"
MT0000744293,Q2,0.36875,0.57125,"Brash,Cerebral,Clinical,Detached,Dramatic,Druggy,Eerie,Hypnotic,Nocturnal,Ominous,Spooky,Theatrical,Trippy","3,4,4,4,5,5,6,7,7,7,7,8,9",Pop/Rock,7,"Late Night,Scary Music,The Creative Side","6,7,9","Alternative Pop/Rock,Alternative/Indie Rock,College Rock,Contemporary Pop/Rock,New Wave,Post-Punk,Punk/New Wave","1,1,3,5,7,7,7",trippy,pop/rock,the creative side,"new wave,post-punk,punk/new wave",T2
MT0000746822,Q4,0.68375,0.255,"Bright,Calm/Peaceful,Delicate,Ethereal,Gentle,Intimate,Light,Relaxed,Reserved,Restrained,Soft/Quiet,Soothing,Spacey,Sparkling","6,7,7,7,7,7,7,7,7,8,8,8,8,8","Avant-Garde,Electronic,Pop/Rock","7,8,9","Background Music,Dinner Ambiance,Relaxation,Stay in Bed","7,7,7,8","Ambient,Experimental Electronic,Kraut Rock","7,8,9","restrained,soft/quiet,soothing,spacey,sparkling",pop/rock,stay in bed,kraut rock,T4
MT0000747666,Q3,0.473125,0.37,"Agreeable,Lonely,Romantic,Yearning","5,5,5,5","Pop/Rock,R&B","5,5","Goodbyes,In Love,Starting Out","5,5,5","Adult Contemporary,Disco","5,5","agreeable,lonely,romantic,yearning","pop/rock,r&b","goodbyes,in love,starting out","adult contemporary,disco","T1,T3,T6"
MT0000754511,Q4,0.73625,0.26125,"Bright,Calm/Peaceful,Celebratory,Delicate,Energetic,Gentle,Light,Lively,Refined,Rousing,Soothing,Sophisticated,Swaggering,Warm","6,6,7,7,7,7,7,7,7,7,7,7,8,9",Electronic,4,"Club,Hanging Out,Partying","3,3,3",Electronica,4,warm,electronic,"club,hanging out,partying",electronica,T2
MT0000763275,Q3,0.3925,0.3531249999999999,"Bleak,Brittle,Cerebral,Clinical,Cold,Detached,Gentle,Hypnotic,Irreverent,Literate,Refined,Restrained,Sophisticated,Sparse,Stylish,Wry","7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Late Night,Mischievous,Relaxation","9,9,9","Alternative/Indie Rock,Indie Pop","9,9","hypnotic,irreverent,literate,refined,restrained,sophisticated,sparse,stylish,wry",pop/rock,"late night,mischievous,relaxation","alternative/indie rock,indie pop","T2,T4,T5"
MT0000764951,Q3,0.35625,0.300625,"Autumnal,Bittersweet,Bleak,Delicate,Elegant,Gentle,Gloomy,Laid-Back/Mellow,Melancholy,Plaintive,Poignant,Reflective,Sad,Wistful,Yearning","6,6,6,6,7,7,7,7,7,8,8,8,8,9,9","Blues,Jazz,Vocal","7,9,9","Feeling Blue,Heartache,Late Night","8,9,9","Classic Female Blues,Swing,Torch Songs,Traditional Pop,Vocal Jazz","6,7,7,9,9","wistful,yearning","jazz,vocal","heartache,late night","traditional pop,vocal jazz",T5
MT0000766316,Q1,0.80625,0.6375,"Bravado,Bright,Celebratory,Confident,Energetic,Exciting,Fun,Joyous,Lively,Playful,Raucous,Rousing,Sexy,Swaggering","5,5,5,7,7,7,7,7,8,8,8,9,9,9",Pop/Rock,9,"Cool & Cocky,Drinking,Guys Night Out,Hanging Out,Partying,Summer,TGIF","8,8,9,9,9,9,9","Rock & Roll,Rockabilly","9,9","rousing,sexy,swaggering",pop/rock,"guys night out,hanging out,partying,summer,tgif","rock & roll,rockabilly",T2
MT0000772749,Q1,0.80625,0.7025,"Ambitious,Amiable/Good-Natured,Boisterous,Bright,Carefree,Cheerful,Energetic,Exciting,Exuberant,Fun,Intense,Joyous,Lively,Playful,Rollicking,Rousing,Warm","7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9",Jazz,9,"Day Driving,Housework,Motivation,Road Trip","8,8,8,8","Continental Jazz,Early Jazz,Swing","7,9,9","lively,playful,rollicking,rousing,warm",jazz,"day driving,housework,motivation,road trip","early jazz,swing",T2
MT0000773391,Q1,0.77375,0.53125,"Belligerent,Boisterous,Euphoric,Lively,Thrilling","5,5,5,5,5","Blues,Electronic","5,5","Despair,Destiny,In Love,Lifecycle,Relationships,Wisdom,World View","5,5,5,5,5,5,5","Club/Dance,Modern Blues","5,5","belligerent,boisterous,euphoric,lively,thrilling","blues,electronic","despair,destiny,in love,lifecycle,relationships,wisdom,world view","club/dance,modern blues","T1,T3,T6"
MT0000775053,Q4,0.775625,0.401875,"Calm/Peaceful,Dreamy,Serious,Yearning","5,5,5,5",Pop/Rock,5,"Awareness,Death,Destiny,Everyday Life,Lifecycle,Music,Politics/Society,Wisdom,World View","5,5,5,5,5,5,5,5,5",Singer/Songwriter,5,"calm/peaceful,dreamy,serious,yearning",pop/rock,"awareness,death,destiny,everyday life,lifecycle,music,politics/society,wisdom,world view",singer/songwriter,"T1,T3"
MT0000776108,Q3,0.20875,0.42125,"Dreamy,Intimate,Lonely,Sentimental,Yearning","5,5,5,5,5",Pop/Rock,5,"Awareness,Biographical,In Love,Pain,Passion,Wisdom,World View","5,5,5,5,5,5,5","Adult Contemporary,Singer/Songwriter","5,5","dreamy,intimate,lonely,sentimental,yearning",pop/rock,"awareness,biographical,in love,pain,passion,wisdom,world view","adult contemporary,singer/songwriter","T1,T3,T6"
MT0000778102,Q2,0.339375,0.54875,"Aggressive,Ambitious,Brash,Hungry,Rebellious,Reckless,Rousing,Rowdy,Street-Smart,Thuggish","6,6,6,6,7,7,7,7,7,8",Rap,9,Guys Night Out,7,"Dirty Rap,Dirty South,Gangsta Rap,Hardcore Rap","6,7,9,9",thuggish,rap,guys night out,"gangsta rap,hardcore rap",T2
MT0000780401,Q3,0.3675,0.41125,"Bittersweet,Earnest,Earthy,Gritty,Laid-Back/Mellow,Melancholy,Organic,Plaintive,Reflective,Relaxed,Sentimental,Smooth,Sophisticated,Street-Smart,Warm,Weary,Wistful","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","Country,Pop/Rock","5,9","Drinking,Feeling Blue,Heartache,Introspection,Reflection","7,7,7,7,7","Alt-Country,Alternative/Indie Rock,Bakersfield Sound,Contemporary Country,Honky Tonk,Neo-Traditionalist Country,New Traditionalist","5,5,7,8,8,9,9","bittersweet,earnest,earthy,gritty,laid-back/mellow,melancholy,organic,plaintive,reflective,relaxed,sentimental,smooth,sophisticated,street-smart,warm,weary,wistful",pop/rock,"drinking,feeling blue,heartache,introspection,reflection","neo-traditionalist country,new traditionalist","T2,T5"
MT0000783307,Q2,0.305,0.54875,"Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Brooding,Confrontational,Eerie,Fierce,Gloomy,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Ominous,Paranoid,Suffocating,Tense/Anxious,Uncompromising,Volatile","5,5,5,6,6,6,6,6,6,6,6,7,8,8,8,8,8,9,9,9,9,9",Pop/Rock,9,Reflection,5,"Alternative Metal,Heavy Metal,Progressive Metal","6,8,9","paranoid,suffocating,tense/anxious,uncompromising,volatile",pop/rock,reflection,progressive metal,T5
MT0000789330,Q2,0.455,0.575,"Aggressive,Confident,Crunchy,Dramatic,Fierce,Fiery,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Menacing,Provocative,Raucous,Rousing,Street-Smart,Tense/Anxious,Urgent,Visceral,Volatile","7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Empowering,Freedom,Guys Night Out","8,8,8,8","Alternative Metal,Alternative/Indie Rock,Heavy Metal,Post-Hardcore,Power Metal,Progressive Metal","5,5,7,7,9,9","gutsy,harsh,hostile,intense,malevolent,menacing,provocative,raucous,rousing,street-smart,tense/anxious,urgent,visceral,volatile",pop/rock,"cool & cocky,empowering,freedom,guys night out","power metal,progressive metal",T2
MT0000793161,Q4,0.69375,0.425,"Amiable/Good-Natured,Effervescent,Elegant,Innocent,Light,Lively,Sensual,Slick,Smooth,Sophisticated,Sparkling,Stylish,Summery,Sweet,Warm,Wistful","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5","Easy Listening,International,Jazz,Vocal","5,6,9,9","Background Music,Dinner Ambiance,Relaxation,Romantic Evening,Summer","5,5,5,5,5","Bossa Nova,Brazilian Jazz,Brazilian Pop,Brazilian Traditions,Mood Music,Vocal Pop,World Fusion","4,5,5,6,9,9,9","amiable/good-natured,effervescent,elegant,innocent,light,lively,sensual,slick,smooth,sophisticated,sparkling,stylish,summery,sweet,warm,wistful","jazz,vocal","background music,dinner ambiance,relaxation,romantic evening,summer","mood music,vocal pop,world fusion","T2,T4,T6"
MT0000796526,Q3,0.2224999999999999,0.47375,"Anguished/Distraught,Autumnal,Bittersweet,Brooding,Dramatic,Gentle,Intimate,Melancholy,Nocturnal,Passionate,Plaintive,Poignant,Reflective,Sad,Sentimental,Soft/Quiet,Soothing,Theatrical,Wistful,Yearning","6,6,6,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9,9","International,Latin","7,8","Feeling Blue,Heartache,Introspection,Reminiscing","9,9,9,9","Bolero,Latin Pop,Western European Traditions","7,8,8","sentimental,soft/quiet,soothing,theatrical,wistful,yearning",latin,"feeling blue,heartache,introspection,reminiscing","latin pop,western european traditions","T1,T5"
MT0000805883,Q4,0.77625,0.3225,"Dreamy,Earnest,Gentle,Organic,Passionate,Relaxed,Reserved,Warm","6,6,6,7,7,7,7,7",Reggae,9,"Summer,Sunday Afternoon","8,8",Roots Reggae,9,"organic,passionate,relaxed,reserved,warm",reggae,"summer,sunday afternoon",roots reggae,"T2,T4"
MT0000807741,Q1,0.82125,0.63125,"Boisterous,Carefree,Cheerful,Earthy,Energetic,Exciting,Exuberant,Freewheeling,Fun,Gleeful,Happy,Joyous,Lively,Playful,Rollicking,Rousing","6,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9","Jazz,Vocal","6,9",Motivation,9,"Big Band,Early Jazz,New Orleans Jazz,Swing,Traditional Pop,Vocal Jazz","5,6,7,8,9,9","lively,playful,rollicking,rousing",vocal,motivation,"traditional pop,vocal jazz",T2
MT0000811092,Q4,0.68375,0.22375,"Calm/Peaceful,Delicate,Dreamy,Earnest,Elegant,Intimate,Nocturnal,Pastoral,Poignant,Refined,Relaxed,Reserved,Romantic,Sentimental,Soft/Quiet,Soothing,Sweet,Warm,Wistful","6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9","Jazz,Vocal","9,9","Dinner Ambiance,In Love,Late Night,Picnic,Relaxation,Romantic Evening,Slow Dance,Sweet Dreams","7,7,8,8,8,8,9,9","Standards,Traditional Pop,Vocal Jazz","9,9,9","sweet,warm,wistful","jazz,vocal","slow dance,sweet dreams","standards,traditional pop,vocal jazz","T4,T6"
MT0000811743,Q3,0.22625,0.47375,"Anguished/Distraught,Bittersweet,Delicate,Earnest,Gentle,Innocent,Intimate,Melancholy,Naive,Plaintive,Refined,Reflective,Sentimental,Smooth,Soft/Quiet,Warm","5,5,5,5,5,5,5,6,6,7,7,7,8,8,9,9",Country,9,"Breakup,Feeling Blue,Heartache,Jealousy","9,9,9,9","Bakersfield Sound,Country-Pop,Honky Tonk,Traditional Country","4,5,6,9","soft/quiet,warm",country,"breakup,feeling blue,heartache,jealousy",traditional country,T5
MT0000825920,Q4,0.73625,0.33,"Amiable/Good-Natured,Calm/Peaceful,Cheerful,Delicate,Earnest,Elegant,Gentle,Happy,Innocent,Poignant,Precious,Refined,Sentimental,Smooth,Soothing,Sweet,Warm","7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9","Holiday,Jazz,Vocal","9,9,9","Christmas Party,Comfort,Holidays","8,9,9","Big Band,Christmas,Holidays,Swing,Traditional Pop,Vocal Pop","6,8,9,9,9,9","sentimental,smooth,soothing,sweet,warm","holiday,jazz,vocal","comfort,holidays","holidays,swing,traditional pop,vocal pop",T4
MT0000829531,Q2,0.328125,0.58375,"Aggressive,Angry,Brash,Confident,Fierce,Fiery,Harsh,Hostile,Intense,Playful,Provocative,Rebellious,Relaxed,Snide,Street-Smart,Swaggering,Tense/Anxious,Thuggish,Uncompromising,Volatile","7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Rap,8,"Cool & Cocky,Day Driving,Guys Night Out,Mischievous,Revolutionary","7,7,9,9,9","G-Funk,Gangsta Rap,Golden Age,Hardcore Rap,West Coast Rap","9,9,9,9,9","fiery,harsh,hostile,intense,playful,provocative,rebellious,relaxed,snide,street-smart,swaggering,tense/anxious,thuggish,uncompromising,volatile",rap,"guys night out,mischievous,revolutionary","g-funk,gangsta rap,golden age,hardcore rap,west coast rap",T2
MT0000829765,Q3,0.20875,0.38125,"Lonely,Sad,Sentimental,Serious,Yearning","5,5,5,5,5","Country,Pop/Rock","5,5","Goodbyes,In Love,Loneliness,Loss/Grief,Music,Pain,Relationships,Reminiscing,Tragedy","5,5,5,5,5,5,5,5,5","Adult Contemporary,Country-Pop,Singer/Songwriter","5,5,5","lonely,sad,sentimental,serious,yearning","country,pop/rock","goodbyes,in love,loneliness,loss/grief,music,pain,relationships,reminiscing,tragedy","adult contemporary,country-pop,singer/songwriter","T1,T6"
MT0000832464,Q3,0.20875,0.42125,"Lonely,Romantic,Sensual","5,5,5","Pop/Rock,R&B","7,7","Feeling Blue,In Love,Loss/Grief","7,7,7","Adult Contemporary,Adult Contemporary R&B,Contemporary Pop/Rock,Pop,Urban","6,7,7,7,9","lonely,romantic,sensual","pop/rock,r&b","feeling blue,in love,loss/grief",urban,"T1,T5,T6"
MT0000834505,Q2,0.39875,0.54375,"Aggressive,Boisterous,Brash,Celebratory,Confident,Energetic,Exuberant,Fiery,Outrageous,Playful,Rambunctious,Raucous,Reckless,Rousing,Rowdy,Sexual,Stylish,Witty","4,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8",Pop/Rock,8,"Cool & Cocky,Guys Night Out,Partying,TGIF","6,6,7,7","Alternative/Indie Rock,Dance-Rock,Garage Rock Revival,Indie Rock","7,8,8,8","rowdy,sexual,stylish,witty",pop/rock,"partying,tgif","dance-rock,garage rock revival,indie rock",T2
MT0000848769,Q4,0.59,0.396875,"Bittersweet,Confident,Dramatic,Freewheeling,Innocent,Melancholy,Plaintive,Poignant,Sentimental,Sweet","6,6,7,7,7,7,8,9,9,9","Blues,Jazz,Vocal","6,7,9",Affection/Fondness,8,"Classic Female Blues,Swing,Torch Songs,Traditional Pop,Vocal Jazz","6,6,7,8,9","poignant,sentimental,sweet",vocal,affection/fondness,vocal jazz,T6
MT0000850957,Q2,0.300625,0.5462499999999999,"Anguished/Distraught,Brash,Confident,Confrontational,Energetic,Exciting,Fierce,Fiery,Hostile,Manic,Outrageous,Ramshackle,Rebellious,Rousing,Uncompromising,Urgent","3,4,5,6,6,7,7,8,8,9,9,9,9,9,9,9",Pop/Rock,9,"Empowering,Freedom,Hanging Out,Introspection,Motivation,Revolutionary,The Creative Side","4,5,6,9,9,9,9","Hardcore Punk,Punk/New Wave,Straight-Edge","9,9,9","manic,outrageous,ramshackle,rebellious,rousing,uncompromising,urgent",pop/rock,"introspection,motivation,revolutionary,the creative side","hardcore punk,punk/new wave,straight-edge","T2,T5"
MT0000851865,Q1,0.813125,0.599375,"Amiable/Good-Natured,Boisterous,Carefree,Cheerful,Confident,Energetic,Exciting,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Playful,Rambunctious,Refined,Rousing,Rustic,Witty","5,6,6,6,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9","Jazz,Vocal","8,9","Summer,The Great Outdoors","9,9","American Popular Song,Tin Pan Alley Pop,Traditional Pop,Vocal Jazz","7,8,9,9","playful,rambunctious,refined,rousing,rustic,witty",vocal,"summer,the great outdoors","traditional pop,vocal jazz",T2
MT0000853072,Q3,0.459375,0.42125,"Lonely,Nostalgic,Pulsing,Sentimental,Yearning","5,5,5,5,5",Pop/Rock,5,"Goodbyes,Lifecycle,Rainy Day,Weather,Yearning","5,5,5,5,5","Album Rock,Alternative Pop/Rock,Alternative/Indie Rock,College Rock,Experimental Rock,Singer/Songwriter","5,7,9,9,9,9","lonely,nostalgic,pulsing,sentimental,yearning",pop/rock,"goodbyes,lifecycle,rainy day,weather,yearning","alternative/indie rock,college rock,experimental rock,singer/songwriter","T0,T1,T3,T4"
MT0000857091,Q3,0.344375,0.4356249999999999,"Brittle,Confrontational,Detached,Druggy,Fractured,Freewheeling,Gritty,Humorous,Irreverent,Manic,Menacing,Nocturnal,Plaintive,Provocative,Reflective,Street-Smart,Trippy","6,6,6,6,7,7,7,7,7,7,8,8,8,8,9,9,9",Rap,9,"Maverick,The Creative Side","9,9","Alternative Rap,Jazz-Rap,Underground Rap,West Coast Rap","5,6,7,9","reflective,street-smart,trippy",rap,"maverick,the creative side",west coast rap,T2
